,City,State,Shape,Duration,Summary,Posted,Date,Time,region_cat,time_cat
10381,Evendale,OH,Triangle,900,the craft was really big and came so close and yet it remained silent the whole time,10/8/2007,2007-09-21,21:00:00,midwest,evening
10382,Deer Park,OH,Triangle,600,Witnessed an object with hundreds of yellow bright lights that formed a triangle shape in Cincinnati.,10/8/2007,2007-09-21,20:25:00,midwest,evening
10383,West Chester,OH,Triangle,1500,Bright Triangular Shaped Craft,10/8/2007,2007-09-21,20:14:00,midwest,evening
10384,West Chester,OH,Triangle,180,traingular craft with array of bright lights silently gliding near treeline,10/8/2007,2007-09-21,20:00:00,midwest,evening
10385,Kingston,NM,Triangle,120,10/20/07 21:00 Kingston NM Triangle 2-3 mins Three Black Triangular aircraft manuvered acros the horizon and then hovered over our loca,11/28/2007,2007-09-20,21:00:00,west,evening
10386,Westmont,IL,Triangle,240,"triangle craft seen over house in Westmont, IL",10/8/2007,2007-09-20,19:15:00,midwest,evening
10387,Bakersfield,CA,Triangle,60,"Triangle craft, 3 corner lights one center. Flew straight course but made partial spines on its axis left and right.",11/28/2007,2007-09-18,23:25:00,west,evening
10388,Kannapolis,NC,Triangle,10,triangular reddish reflective object flying South,11/28/2007,2007-09-18,20:40:00,south,evening
10389,Oroville,CA,Triangle,30,Silently flying south at very high rate of speed a trianglar shape with three very bright lights in each corner zoomed overhead.,10/8/2007,2007-09-17,20:00:00,west,evening
10390,Placerville,CA,Triangle,120,Triangle with flashing lights in Placerville,10/8/2007,2007-09-17,5:45:00,west,night
10392,Glendale,CA,Triangle,900,"Three white circular objects in a triangular formation hover above the hills between Glendale and Los Angeles, California.",10/8/2007,2007-09-16,19:33:00,west,evening
10393,Greenwood,MS,Triangle,5,At approximately 03:00 I saw a triangle shaped object with no light visable traveling southwest in a clear sky,10/8/2007,2007-09-16,3:00:00,south,night
10394,Boulder,CO,Triangle,9,"A large triangle craft, with about 20 red lights blinking once per second. The craft appeared to be very large, about twice the size of",10/8/2007,2007-09-16,1:00:00,west,night
10395,Forked River,NJ,Triangle,600,2 Triangle shaped objects hovering in pine Barrens on Lacey Road Forked river NJ,10/8/2007,2007-09-15,23:10:00,northeast,evening
10396,Springfield,MO,Triangle,7200,Weird bright light over Springfield Missouri,10/8/2007,2007-09-15,20:00:00,midwest,evening
10398,Jackson,AL,Triangle,30,"Triangular light-formation over forest near Jackson, AL around midnight.",6/3/2010,2007-09-14,23:23:00,south,evening
10399,San Francisco,CA,Triangle,7,UPDATED REPORT - PLEASE UPDATE PREVIOUS REPORT - THX - Triangle of lights flies over San Francisco,10/8/2007,2007-09-14,22:20:00,west,evening
10400,Austin,TX,Triangle,10,Green triangle light display over ACL festival in Austin.,1/21/2008,2007-09-14,20:15:00,south,evening
10401,Bettendorf,IA,Triangle,240,Tiangular 3 white lighted object hovering with no sound,10/8/2007,2007-09-14,5:50:00,midwest,night
10402,Portsmouth,RI,Triangle,1800,A triangluar craft with blinking lights seemed to be surveying the backroads of Portsmouth and Middletown before it flew away.,10/8/2007,2007-09-13,21:00:00,northeast,evening
10403,Medford,OR,Triangle,6,"A triangular set of three dim or orange lights were seen moving very fast and silently across the night sky over Medford, Oregon.",10/8/2007,2007-09-11,21:40:00,west,evening
10404,University City,MO,Triangle,120,I witnessed a stationary triangular object with lighting at each of the three corners until it slowly moved from sight into the clouds.,10/8/2007,2007-09-10,22:20:00,midwest,evening
10405,Loveland,CO,Triangle,35,White triangular lights seen over Loveland Colorado,10/8/2007,2007-09-10,21:39:00,west,evening
10406,Siesta Key,FL,Triangle,8,"Siesta Key @ Pt of Rocks sighting of one craft in a ""v"" shape with bright lights.",10/8/2007,2007-09-07,21:48:00,south,evening
10407,Doyline,LA,Triangle,20,four people witness triangle shaped craft,10/8/2007,2007-09-07,20:15:00,south,evening
10408,Kansas City,MO,Triangle,10,"3 round lights in a boomerang shape with a bright comet like tail, very close to the ground.",10/8/2007,2007-09-04,22:00:00,midwest,evening
10409,Salt Lake City,UT,Triangle,900,Extremely large black triangle silently hovering with three round lights in each corner on the bottom seen very up close.,5/2/2011,2007-09-04,22:00:00,west,evening
10410,Irvine (enroute to),CA,Triangle,30,"A triangularly shaped, noiseless aircraft almost crashed into our car.",10/8/2007,2007-09-04,2:00:00,west,night
10411,Tracy (20 miles outside of; on I-5),CA,Triangle,1200,"Driving towards San Francisco between 12 mid night and 1 am on the morning of Tuesday Sept 4.

 A triangle like device was making h",10/8/2007,2007-09-04,1:00:00,west,night
10412,New Port Richey,FL,Triangle,60,we are normal people who do not report anything but we saw a real ufo,10/8/2007,2007-09-03,21:45:00,south,evening
10413,Modesto (on I-5; 130 miles south of Sacramento),CA,Triangle,40,"Triangular shaped, low altitude, white, solid lights were sporadically moving in the night sky in complete silence, lasted 40 sec",10/8/2007,2007-09-02,20:45:00,west,evening
10414,Loveland,CO,Triangle,120,4 Synchronized Lights Flying above Loveland,10/8/2007,2007-09-02,11:00:00,west,morning
10415,Minot,ND,Triangle,20,"Smooth moving black triangular shaped object with white dots on bottom, flew over us at about 500 feet above us.",10/8/2007,2007-09-01,22:15:00,midwest,evening
10416,Dayton,OH,Triangle,120,"We were heading west on I70 near exit 26 in Ohio, just west of Dayton. The lights appeared in the southwest and I thought it was the li",10/8/2007,2007-09-01,21:00:00,midwest,evening
10417,Crestone,CO,Triangle,1800,"Triangular lights spotted over Challenger Peak Area from Crestone, Colorado. ((NUFORC Note: Sighting of Venus?? PD))",10/8/2007,2007-09-01,5:30:00,west,night
10418,Saginaw,MI,Triangle,60,we were driving north on I-75 as we notice these 3 bright lights in the shape of a triangle. the plane type object was a fairly large o,10/8/2007,2007-08-31,19:30:00,midwest,evening
10419,Maryville,IL,Triangle,6,"Maryville, IL., triangular craft seen through night vision moving high and fast 8-30-07",10/8/2007,2007-08-30,23:10:00,midwest,evening
10420,Clovis/Fresno,CA,Triangle,300,walked out front of house to have a smoke.heard low-mid fq. jet rumble. look towards n.e and saw reg.jet flying away from me. noise sta,10/8/2007,2007-08-29,20:50:00,west,evening
10421,Dinuba,CA,Triangle,10,"White or silver triangle observed, no sound or lights, moving at a very high rate of speed.",10/8/2007,2007-08-28,17:00:00,west,afternoon
10422,Seattle,WA,Triangle,15,My wife and I were on our balcony from 2:15am to 3:45 to observe the lunar eclipse. I had setup my digital camera with telephoto lens,10/8/2007,2007-08-28,2:35:00,west,night
10423,Arizona,AZ,Triangle,1800,"Unidentified aircraft (3 lights like car headlights) near Interstate 10 Arizona City, AZ.",10/8/2007,2007-08-28,1:00:00,west,night
10424,West Bend,WI,Triangle,1200,Three friends and I saw a orange triangle shape fade away and disapear twise.,10/8/2007,2007-08-25,23:00:00,midwest,evening
10425,Gilmer,TX,Triangle,300,Triangluar lighted craft in night sky.,10/8/2007,2007-08-25,0:12:00,south,night
10426,Gig Harbor,WA,Triangle,10,Triangle shaped craft fly over,10/8/2007,2007-08-23,23:17:00,west,evening
10427,Gwinn,MI,Triangle,600,triangle craft that melted into the ground,10/8/2007,2007-08-23,0:00:00,midwest,night
10428,Porterville,CA,Triangle,60,Triangle shaped Bright Red Strobes Observed,10/8/2007,2007-08-21,22:30:00,west,evening
10429,Ainsworth,NE,Triangle,2,"Strange lights over Ainsworth, NE, 2007",10/8/2007,2007-08-18,23:00:00,midwest,evening
10430,Durand,MI,Triangle,15,Three groups of two lights of a dim orange color. Together they formed a triangle.,10/8/2007,2007-08-17,23:13:00,midwest,evening
10431,San Jose,CA,Triangle,60,Triangle shaped 3 red or orange lights in corners,6/12/2008,2007-08-15,23:20:00,west,evening
10432,South Charleston,OH,Triangle,30,Triangle with brilliant lighs all over it!,10/8/2007,2007-08-14,23:30:00,midwest,evening
10433,Portland,OR,Triangle,10,Glowing orange triangular object with orbs in each corner travelling south to north,8/14/2007,2007-08-14,0:45:00,west,night
10434,Gentry,AR,Triangle,60,"Gentry, AR orange three spots triangle",8/14/2007,2007-08-13,22:20:00,south,evening
10435,La Grange,TX,Triangle,120,3 flashing lights in formation of a triangle soared across the nights horizon from one side of the sky to the other in less than minute,8/14/2007,2007-08-13,0:00:00,south,night
10436,Orlando,FL,Triangle,60,"V shaped red lights flying overhead, very large and silent",10/8/2007,2007-08-12,23:45:00,south,evening
10437,San Rafael,CA,Triangle,10,"Triangular craft seen over San Rafael, CA around 11pm Sunday night",8/14/2007,2007-08-12,23:10:00,west,evening
10438,Saginaw,MI,Triangle,45,"Triangle shaped object, flying very low with bright white litghts",8/14/2007,2007-08-12,22:20:00,midwest,evening
10439,Eagan,MN,Triangle,6,((HOAX??)) plains with huge lights on the bottem and goign really fast close to ground.,8/14/2007,2007-08-12,12:30:00,midwest,afternoon
10440,St. Augustine,FL,Triangle,180,"While on vacation, at 04:40 early in the morning I observed a triangular lighted object tracking north to south stopping several times",8/14/2007,2007-08-12,4:40:00,south,night
10441,Miami,FL,Triangle,300,"Miami suburb night sighting of a silent, low-hovering obtusely-angled arrangement of reddish lights",2/8/2011,2007-08-11,23:00:00,south,evening
10442,Gretna,VA,Triangle,300,3 craft flying low and slow and minimul noise,10/8/2007,2007-08-11,22:00:00,south,evening
10443,Los Angeles,CA,Triangle,5,Large dark triangle with blinking lights passes over Los Angeles neighborhood,8/14/2007,2007-08-11,1:30:00,west,night
10444,Greenwich,NY,Triangle,480,"With friends in field, saw object illuminate and hover, flash and then take off quite fast.",8/14/2007,2007-08-10,21:00:00,northeast,evening
10445,Indianapolis,IN,Triangle,120,"On August 10,2007, at 12:20 AM, my Grandson and I where coming home from seeing a Spiderman movie. We where on Madison Ave heading nor",8/14/2007,2007-08-10,0:20:00,midwest,night
10446,Tiskilwa,IL,Triangle,240,Dark triangle with lights seen at low altitude,11/21/2010,2007-08-09,23:00:00,midwest,evening
10447,Oakhurst,CA,Triangle,15,3 huge Triangle objects headed from Yosemite to Fresno seen in Oakhurst CA,8/14/2007,2007-08-09,21:45:00,west,evening
10449,Tampa,FL,Triangle,2700,Smoke screen from aircraft shaped like three v's sideways with two lower case e's off to the left ........at least 6 aircraft,8/14/2007,2007-08-08,5:45:00,south,night
10450,Flint,MI,Triangle,15,My dad's friend was driving me home from my hunter's saftey class one night. WE had just gone under the bridge at Belsay road and I tho,3/4/2008,2007-08-04,20:45:00,midwest,evening
10451,Arizona City,AZ,Triangle,60,Triangle UFO with orange lights seen over Arizona City twice in one day.,8/7/2007,2007-08-03,23:30:00,west,evening
10452,Princeton,IL,Triangle,120,"Slow, low flying triangle shaped craft, three white lights, one red blinking light",8/7/2007,2007-08-03,21:00:00,midwest,evening
10453,Holbrook,NY,Triangle,120,A large triangular shaped object with a large red light on the underside and three large circular white lights on the rear. Very large,6/12/2008,2007-07-27,23:30:00,northeast,evening
10454,San Antonio,TX,Triangle,600,Aurora/U.F.O. sighting in San Antonio,8/7/2007,2007-07-27,12:00:00,south,afternoon
10455,West Unity,OH,Triangle,45,Triangle craft flew over my backyard,1/10/2009,2007-07-26,22:30:00,midwest,evening
10456,Simi Valley,CA,Triangle,30,Massive triangular aircraft flying over Simi Valley hills at 9pm,8/7/2007,2007-07-25,21:00:00,west,evening
10457,Jonesborough,TN,Triangle,30,"Low flying, triangular UFO with lights over Jonesborough Tennessee",8/7/2007,2007-07-24,21:50:00,south,evening
10458,Fort Collins-St. Louis,MO,Triangle,1800,"I have been seeing the same ufo since my first report and it is stalking me and my girlfriend.

 500 Lights On Object0: Yes",8/7/2007,2007-07-24,21:33:00,midwest,evening
10459,Wheat Ridge,CO,Triangle,1200,Triangle Bright light formation flying sideways,8/7/2007,2007-07-22,22:12:00,west,evening
10460,Sacramento,CA,Triangle,1140,"I work late at night, on the way home I saw a Craft that seemed to be siting still. I got home and started looking at it closer...I'm l",8/7/2007,2007-07-22,2:08:00,west,night
10462,Ft. Lauderdale,FL,Triangle,900,"Stationary triangle shaped light seen over Ft. Lauderdale beach area. Seen east (away from the sea). Estimated altitude 3,000 feet.",8/7/2007,2007-07-20,21:15:00,south,evening
10463,Follansbee,WV,Triangle,300,Black triangle shape with 2 bright white lights and 4 deep red lights. Back curved inward. no markings no sound. hovered above treeline,8/7/2007,2007-07-20,4:00:00,south,night
10464,Otisville,MI,Triangle,600,Low flying object,11/28/2007,2007-07-20,1:00:00,midwest,night
10465,Coalinga,CA,Triangle,900,"Kite-shaped triangle UFO sighting on Interstate 5 in Coalinga, California, on July 19, 2007",8/7/2007,2007-07-19,0:30:00,west,night
10466,Columbia,MO,Triangle,60,"Trangular shaped solid white lights with solid amber light in middle. Columbia, MO",10/8/2007,2007-07-18,23:00:00,midwest,evening
10467,Fort Irwin,CA,Triangle,240,Small orange triangle making impossible high speed maneuvers,8/14/2007,2007-07-17,1:45:00,west,night
10468,Wilmington,NC,Triangle,240,Triangular object with lights rotated as it flew over me.,8/7/2007,2007-07-16,22:40:00,south,evening
10469,Yuba City,CA,Triangle,120,Black triangle with reddish lights.,10/30/2012,2007-07-15,21:00:00,west,evening
10470,San Antonio,TX,Triangle,1800,"Triangular UFO with blue smoke coming from it over San Antonio, Texas",3/19/2009,2007-07-15,16:30:00,south,afternoon
10471,Middleboro,MA,Triangle,1500,Strange Very Slow Moving Red/White V Shape Vertical Triangle Balloon Spheres,6/27/2011,2007-07-15,14:30:00,northeast,afternoon
10472,Hollywood,FL,Triangle,60,((HOAX??)) No sound and vary low flying,8/7/2007,2007-07-15,4:00:00,south,night
10473,Dolton,IL,Triangle,40,"A pyramid shaped craft, not upright but triangle side. flew over my house and car. Startled my wife and daughter.",8/7/2007,2007-07-14,13:00:00,midwest,afternoon
10474,Kingman (south of),AZ,Triangle,2100,"Huge triangular ships( 2) flying over Phoenix, AZ, along with pulsing orbs and fighter jet engagement",6/23/2010,2007-07-13,22:30:00,west,evening
10475,St. Louis,MO,Triangle,360,"THe ufo was a triangle and it tryed to abduct me and it happend before 8 years ago.

 500 Lights On Object0: Yes",8/7/2007,2007-07-13,21:33:00,midwest,evening
10476,St. Louis,MO,Triangle,240,Big triangle thing the size of a medium sized bank. ((NUFORC Note: Cannot certify whether this is a serious report. PD)),8/7/2007,2007-07-13,18:33:00,midwest,evening
10477,Lincoln City,OR,Triangle,10,Three lights traveling south to north up the oregon coastline Friday July 13th at aprox. 1:13AM,8/7/2007,2007-07-13,1:13:00,west,night
10478,Maple Shade,NJ,Triangle,600,Dark triangle with bright white light in center flew from east to west across the sky in less than a minute.,8/7/2007,2007-07-11,21:00:00,northeast,evening
10479,State College,PA,Triangle,2580,"3 lights formed in a pyramid shape, blinking with harmony as if it was a beacon of some sort.",8/7/2007,2007-07-09,10:20:00,northeast,morning
10480,Lee's Summit,MO,Triangle,60,Black triangle with lights and afterburner,8/7/2007,2007-07-06,4:00:00,midwest,night
10481,Sandy,UT,Triangle,15,Shadowy triangle that was invisible unless you were looking at it from a certain angle,11/28/2007,2007-07-05,1:47:00,west,night
10482,Fort Knox,KY,Triangle,30,Black Triangle sighted over my house in Fort Knox during Fourth of July!!!,8/7/2007,2007-07-04,23:34:00,south,evening
10483,Etters,PA,Triangle,180,Three yellowish lights in the shape of a Triangle moving very slowly,8/7/2007,2007-07-04,21:30:00,northeast,evening
10484,Southside,AL,Triangle,360,"At approximately 9:30 PM (21:30) I was on my deck smoking a cigarette and as I do nightly, looked into the sky to see the clarity of th",8/7/2007,2007-07-03,21:30:00,south,evening
10485,Winchester,KY,Triangle,600,semi transparent triangular sighting,8/7/2007,2007-07-02,10:25:00,south,morning
10486,Hillsboro,OR,Triangle,180,"Quiet triangular craft, bright white lights, reduced to rapidly flashing blue & red lights, disappeared like a twinkling star",8/7/2007,2007-07-01,22:10:00,west,evening
10487,Kennewick,WA,Triangle,180,"triangle ufo with red lights on each end, round edges, carnival ride noise",7/5/2008,2007-07-01,22:00:00,west,evening
10488,Dunedin,FL,Triangle,900,Slow hardly no sound huge in size low flying,8/5/2012,2007-07-01,20:30:00,south,evening
10489,Terrell,TX,Triangle,10,Triangular object might have been new Stealth technology. But who's?,1/5/2011,2007-06-30,23:00:00,south,evening
10490,Port Charlotte,FL,Triangle,300,"Huge triangular shaped object, silently moved NS and then SN direction. Camera malfunction, emotions suppressed.",4/28/2017,2007-06-30,19:00:00,south,evening
10491,Marshfield,MO,Triangle,60,triangle shaped object in webster co mo at pine grove rd and kk,3/4/2008,2007-06-30,10:00:00,midwest,morning
10492,Marshfield,MO,Triangle,30,"small triangle of lights witnessed in webster county mo, at kk and pine grove rd.",3/4/2008,2007-06-30,8:00:00,midwest,morning
10493,North Platte,NE,Triangle,300,"Went to my truck and looked up and saw 3 very very hight lights moveing in a tri shap. shift and move north slowly , as watching the 3",8/7/2007,2007-06-29,23:30:00,midwest,evening
10494,Prattville,AL,Triangle,10,"Dark triangular craft. Was flying slow, as well as low. No lights. Strange, loud, pulsating, humming sound.",8/7/2007,2007-06-25,2:20:00,south,night
10495,Charlestown,IN,Triangle,300,3 lights in a triangular shape glidding thru the sky,3/4/2008,2007-06-24,22:30:00,midwest,evening
10496,Frankfort,KY,Triangle,15,"2nd time in one night, please read this and the end… ((NUFORC Note: Possible sighting of",8/7/2007,2007-06-24,12:56:00,south,afternoon
10497,Frankfort,KY,Triangle,30,"It was my first sighting, and it scared me to death.",8/7/2007,2007-06-24,12:34:00,south,afternoon
10498,Heuvelton,NY,Triangle,720,I since seeing the UFO know that Humans are at a devastating disadvantage in the event of war with that technology and its owners..,12/2/2013,2007-06-23,23:30:00,northeast,evening
10499,Lee's Summit,MO,Triangle,120,Three solid white lights on a hovering triangular shaped craft.,8/7/2007,2007-06-23,22:15:00,midwest,evening
10500,Correctionville,IA,Triangle,180,triangular shape with 2 lights streaming off. ((NUFORC Note: ISS?? PD)),8/7/2007,2007-06-21,23:00:00,midwest,evening
10501,Bunnell,FL,Triangle,180,three large lights in the sky-triangular object no noise or movement-very low to the ground,8/7/2007,2007-06-20,23:50:00,south,evening
10502,Muncie,IN,Triangle,10800,"Black triangle with 2 bright white lights on back 2 points floated by, no sound. paused lights turned to orange craft disappeared",8/7/2007,2007-06-20,22:30:00,midwest,evening
10503,Muncie,IN,Triangle,648000,"Triangle craft with 2 bright white lights on back points floated past then paused, lights then turned orange and the craft disapeared.",8/7/2007,2007-06-20,22:00:00,midwest,evening
10504,Greenville,MS,Triangle,600,the dark triangle with strait edges remained steady height and speed while two other similar objects hovering very near it,8/7/2007,2007-06-19,15:00:00,south,afternoon
10505,Grand Rapids,MN,Triangle,120,Saw three white objects in clear blue sky flying against the wind in triangular formation.,8/7/2007,2007-06-19,5:15:00,midwest,night
10506,Denver,PA,Triangle,2400,Large triangle shape object witnessed at two locations in the same night.,8/7/2007,2007-06-18,23:00:00,northeast,evening
10507,Castro Valley,CA,Triangle,15,There was a red triangular spacecraft with black wings on the rear.,3/31/2008,2007-06-16,22:00:00,west,evening
10508,Emily,MN,Triangle,5,Large triange shape craft with many lights on bottom.,8/7/2007,2007-06-15,23:00:00,midwest,evening
10509,Ashland (just outside of),MO,Triangle,600,Triangular shape object in the sky with very bright lights!,8/7/2007,2007-06-15,22:30:00,midwest,evening
10510,Savannah,TN,Triangle,15,"Triangle spotted over Savannah, TN.",9/21/2017,2007-06-15,15:00:00,south,afternoon
10511,Port St. Lucie,FL,Triangle,120,Triangle shaped craft above highway moving slowly North.,8/7/2007,2007-06-15,0:45:00,south,night
10512,St. George,ME,Triangle,600,3 bright lights in triangle formation hovering over St. George Maine 6/14/2007@22:10,8/7/2007,2007-06-14,22:15:00,northeast,evening
10513,Carbondale,IL,Triangle,15,Triangular object moving at an extremely slow speed covered the starlit sky as it flew across local neighborhood,10/8/2007,2007-06-11,1:00:00,midwest,night
10514,Myrtle Beach,SC,Triangle,1800,Bright glowing triangular object with red flash moving erratically in a fixed point.,6/12/2007,2007-06-10,22:24:00,south,evening
10515,Columbia,IL,Triangle,60,Triangular object moving across the sky on a clear night in Metro East St Louis. Moving fast and straight from E-SE to W-NW at high alt,6/12/2007,2007-06-09,23:20:00,midwest,evening
10516,Deerfield,IL,Triangle,300,Black Triangle over Chicago Suburbs spotted twice.,5/12/2009,2007-06-08,13:00:00,midwest,afternoon
10517,Kalamazoo,MI,Triangle,30,((HOAX??)) Triangular black craft with 6 lights on the bottom flew behind my house.,6/12/2007,2007-06-07,23:00:00,midwest,evening
10518,Fresno,CA,Triangle,360,brite ufos forming triangle pattern,8/7/2007,2007-06-07,22:00:00,west,evening
10519,Fresno,CA,Triangle,360,brite ufos forming triangle pattern. ((NUFORC Note: Possible advertising light?? PD)),8/7/2007,2007-06-07,22:00:00,west,evening
10521,Hollywood,FL,Triangle,60,"Triangular, bright flashing purple and green lights, moving much faster than any plane.",6/12/2007,2007-06-03,15:05:00,south,afternoon
10523,Orlando,FL,Triangle,900,"Triangle shaped object flying over Orlando, Fl.",6/12/2007,2007-05-28,22:45:00,south,evening
10524,Springfield,MA,Triangle,180,"May 28,2007 Springfield,Ma. around l:00 a.m. in the morning",6/12/2007,2007-05-28,1:00:00,northeast,night
10526,Daytona Beach,FL,Triangle,240,"The UFO we saw in Daytona was most likely the TR-B3 or the XT-33, huge secret military reconnaissance aircraft.",6/12/2007,2007-05-26,1:00:00,south,night
10527,Dawsonville,GA,Triangle,120,"Triangular shaped object seen in Dawsonvile, GA.",6/12/2007,2007-05-22,2:00:00,south,night
10528,Grove City,PA,Triangle,180,Multiple objects sighted at different altitudes over Grove City PA,6/12/2007,2007-05-21,12:40:00,northeast,afternoon
10529,Louisville,KY,Triangle,360,My husband (now deceased) and I were watching tv in separate rooms. His room overlooked the back yard (west) and my room overlooked the,4/17/2015,2007-05-20,3:00:00,south,night
10530,Chilton,WI,Triangle,240,triangle made almost no noise,8/7/2007,2007-05-16,21:00:00,midwest,evening
10531,Ypsilanti,MI,Triangle,300,large triangle craft with more then normal lights turning at right angles quickly and slowly,6/12/2007,2007-05-16,1:00:00,midwest,night
10532,Davenport,IA,Triangle,480,Pyramid constilation UFO slowly move across night sky,4/18/2012,2007-05-15,23:40:00,midwest,evening
10533,Edwardsville,IL,Triangle,900,Very large triangular shaped object with points of bright white light moving very slowly across a field and then following a highway.,10/8/2007,2007-05-15,17:30:00,midwest,afternoon
10534,San Diego,CA,Triangle,15,Silent aircraft,6/12/2007,2007-05-12,23:20:00,west,evening
10535,Greenfield,IL,Triangle,900,"Sightings in Greenfield, IL",6/12/2007,2007-05-10,23:00:00,midwest,evening
10536,Reedsport,OR,Triangle,300,"Hovering object above the trees, with strobe like lights",6/12/2007,2007-05-09,4:25:00,west,night
10537,California City,CA,Triangle,120,Triangular craft with lights with slight sound. With great detail.,2/12/2015,2007-05-08,12:00:00,west,afternoon
10539,Albany,OR,Triangle,5,"We saw something unusual and unforgetable along the river in Albany, Oregon",11/28/2007,2007-05-07,0:00:00,west,night
10540,Corona,CA,Triangle,120,Red triangles and piercing sound in Southern California on 5/6/07,6/12/2007,2007-05-06,22:00:00,west,evening
10541,Beaverton,OR,Triangle,600,"Triangle craft motionless in sky with three bright lights and one strobe seen in Beaverton, Oregon 9:00 PM May 5 2007",6/12/2007,2007-05-05,21:00:00,west,evening
10542,Abingdon,MD,Triangle,36000,"A triangular shaped craft was seen hovering, and moving very slowly over a neighborhood in Abingdon, MD.",6/12/2007,2007-05-03,21:30:00,south,evening
10543,Abingdon,MD,Triangle,2160000,"Triangle craft seen ""hovering"" and moving very slowly. There was one row of 3-4 lights lit up on one side of the craft.",6/12/2007,2007-05-03,21:30:00,south,evening
10544,Ellwood City,PA,Triangle,360,Three triangle shaped objects stationary in sky.,6/12/2007,2007-05-02,22:30:00,northeast,evening
10545,New York City (Manhattan),NY,Triangle,7200,odd looking flashing orb above ground zero-World Trade Center & triangle craft with non-blinking white lights on each corner,6/12/2007,2007-05-02,20:00:00,northeast,evening
10546,Gaithersburg,MD,Triangle,900,I saw several flying lights heading from north to south. ((NUFORC Note: Report from student. PD)),6/12/2007,2007-05-01,22:00:00,south,evening
10547,Nevada,MO,Triangle,10,"Triangular craft seen hovering above pasture in Vernon Co., Mo. while driving by it on Hiway 54 in a storm",10/8/2007,2007-05-01,4:55:00,midwest,night
10548,Isleta,NM,Triangle,60,"At 1:30 am, observed large black triangular craft flying southbound over Isleta Reservation, NM.",10/8/2007,2007-05-01,1:30:00,west,night
10549,Warminster,PA,Triangle,3600,"moving very slow. heading south towards willow grove base. jets were deployed. 
((NUFORC Note: Possibly not a serious report? PD))",6/12/2007,2007-04-29,23:00:00,northeast,evening
10550,North Kingstown,RI,Triangle,300,"I live on Annaquatucket rd in NK, RI I was sitting in my room and i heard dogs barking and crying outside my open window. I got up to s",6/12/2007,2007-04-29,21:00:00,northeast,evening
10551,Austin,TX,Triangle,30,I am a police officer and was working my night shift at our headquarters building checking doors and locks. When I stepped outside I l,11/28/2007,2007-04-28,3:45:00,south,night
10552,Elmore,AL,Triangle,600,A seemingly cloaked or disguised craft,4/27/2007,2007-04-23,8:00:00,south,morning
10553,Lewisville,TX,Triangle,30,"Whitle lights, silent, fast-moving craft.",4/27/2007,2007-04-22,23:00:00,south,evening
10554,Westville,FL,Triangle,7,"It had four greenish-blue, dim lights on the bottom; one in the middle towards the rear and one at each corner.",4/27/2007,2007-04-22,22:20:00,south,evening
10556,Sultan,WA,Triangle,600,The triangular object had red and white blinking lights.,4/27/2007,2007-04-22,20:00:00,west,evening
10557,Lighthouse Point,FL,Triangle,480,large black trangular object going very fast with flashing lights in a random pattern on the back.,6/12/2008,2007-04-21,20:00:00,south,evening
10558,Sweet Springs,MO,Triangle,15,"perfectly shaped triangle seen just south of I-70, north of whiteman airforce base, hovering over a farmers field.",4/27/2007,2007-04-21,18:00:00,midwest,evening
10559,Wynnewood,PA,Triangle,120,No sound and had no apparent windows,4/27/2007,2007-04-20,21:19:00,northeast,evening
10560,Norwich,NY,Triangle,5,On 04/20/07 at 03:42est observed 2 airborne triangular objects flying overhead in formation at n42/33/99 w75/31/45 on a heading of appr,4/27/2007,2007-04-20,3:43:00,northeast,night
10561,florence,MA,Triangle,4,"perfect triangle , silent , pale red with a pale red light on each point",6/12/2007,2007-04-20,0:00:00,northeast,night
10562,St. Clair Shores,MI,Triangle,60,Stationary triangle banked in front of us then glided away,4/27/2007,2007-04-19,21:20:00,midwest,evening
10563,Delano,MN,Triangle,120,lit up orange triangular hover craft seen by two non-believers,4/27/2007,2007-04-18,0:16:00,midwest,night
10564,Palmdale,CA,Triangle,3,"((HOAX??)) bottom of ship was a single sheet of orange red light, not one bulb or multiple light.",4/27/2007,2007-04-16,21:35:00,west,evening
10565,Rolla,MO,Triangle,45,"Two objects, each a set of triangular lights, moving due East at 20:50 on 4/16/07 in Rolla, Missouri.",4/27/2007,2007-04-16,20:50:00,midwest,evening
10566,Pendergrass,GA,Triangle,180,Triangular mass over Jackson County,8/7/2007,2007-04-15,18:30:00,south,evening
10567,Raleigh,NC,Triangle,4,"Glowing green triangle moving at a very fast pace, stopping, flew away even faster, no noise over RBC Center.",6/27/2011,2007-04-14,23:30:00,south,evening
10568,Raleigh,NC,Triangle,7,Bright Green Triangle in sky zooms ahead and disappears in an instant.,4/27/2007,2007-04-14,22:00:00,south,evening
10569,Castroville,CA,Triangle,600,"Orange colored triangular craft with red lights. Hovering, no noise. Turning back and forth and then disapeared.",4/27/2007,2007-04-14,19:15:00,west,evening
10570,Colorado Springs,CO,Triangle,30,Triangular light configuration indicated low flying hover-craft in fog and snow above Powers Blvd.,4/27/2007,2007-04-12,20:45:00,west,evening
10571,Savannah,TN,Triangle,20,Triangle shaped UFO flying over West/Middle TN,6/20/2014,2007-04-12,15:00:00,south,afternoon
10572,Black Canyon City,AZ,Triangle,1800,"4 Bright Lights, 1 triangular shape, ,hover over APS Power line, Interstate 17 at Black Canyon City",4/27/2007,2007-04-06,20:00:00,west,evening
